timestamp,session_id,validation_type,liquid_type,density_used,target_volume_ml,measured_volume_ml,accuracy_pct,replicate_number,volume_index,source_vial,destination_vial,aspirate_speed,dispense_speed,retract_speed,blowout_speed,aspirate_wait_time,dispense_wait_time,post_retract_wait_time,overaspirate_vol,pre_asp_air_vol,post_asp_air_vol,blowout_vol,asp_disp_cycles
20260312_122450,23442083,vial_to_vial,water,1.0,0.2,0.20340000000000202,1.7000000000010063,4,0,water,water,8,14,10,8,0.0,3.5437186,0.0,0.010501216000000006,0.0,0.010581106,0.016158898,0
20260312_122450,23442083,vial_to_vial,water,1.0,0.2,0.20306000000000246,1.5300000000012248,5,0,water,water,8,14,10,8,0.0,3.5437186,0.0,0.010501216000000006,0.0,0.010581106,0.016158898,0
20260312_122813,71a34d5c,vial_to_vial,water,1.0,0.15,0.1479999999999997,-1.3333333333335382,1,0,water,water,15,10,5,15,0.5,1.5,0.0,0.005139916499999997,0.112,0.0,0.0,0
20260312_122813,71a34d5c,vial_to_vial,water,1.0,0.15,0.1500000000000039,2.609024107869118e-12,2,0,water,water,15,10,5,15,0.5,1.5,0.0,0.005139916499999997,0.112,0.0,0.0,0
20260312_122813,71a34d5c,vial_to_vial,water,1.0,0.15,0.1495999999999995,-0.2666666666669889,3,0,water,water,15,10,5,15,0.5,1.5,0.0,0.005139916499999997,0.112,0.0,0.0,0
20260312_122813,71a34d5c,vial_to_vial,water,1.0,0.15,0.14970000000000105,-0.19999999999929335,4,0,water,water,15,10,5,15,0.5,1.5,0.0,0.005139916499999997,0.112,0.0,0.0,0
20260312_122813,71a34d5c,vial_to_vial,water,1.0,0.15,0.14929999999999843,-0.466666666667707,5,0,water,water,15,10,5,15,0.5,1.5,0.0,0.005139916499999997,0.112,0.0,0.0,0
20260312_122813,71a34d5c,vial_to_vial,water,1.0,0.1,0.0995999999999988,-0.40000000000120495,1,1,water,water,15,10,5,15,0.5,1.5,0.0,0.005139916499999997,0.112,0.0,0.0,0
20260312_122813,71a34d5c,vial_to_vial,water,1.0,0.1,0.09946000000000055,-0.5399999999994576,2,1,water,water,15,10,5,15,0.5,1.5,0.0,0.005139916499999997,0.112,0.0,0.0,0
20260312_122813,71a34d5c,vial_to_vial,water,1.0,0.1,0.09940000000000104,-0.5999999999989625,3,1,water,water,15,10,5,15,0.5,1.5,0.0,0.005139916499999997,0.112,0.0,0.0,0
20260312_122813,71a34d5c,vial_to_vial,water,1.0,0.1,0.09950000000000081,-0.49999999999919553,4,1,water,water,15,10,5,15,0.5,1.5,0.0,0.005139916499999997,0.112,0.0,0.0,0
20260312_122813,71a34d5c,vial_to_vial,water,1.0,0.1,0.0992999999999995,-0.7000000000005058,5,1,water,water,15,10,5,15,0.5,1.5,0.0,0.005139916499999997,0.112,0.0,0.0,0
20260312_122813,71a34d5c,vial_to_vial,water,1.0,0.07,0.06870000000000154,-1.8571428571406696,1,2,water,water,15,10,5,15,0.5,1.5,0.0,0.005139916499999997,0.112,0.0,0.0,0
20260312_122813,71a34d5c,vial_to_vial,water,1.0,0.07,0.06909999999999883,-1.2857142857159678,2,2,water,water,15,10,5,15,0.5,1.5,0.0,0.005139916499999997,0.112,0.0,0.0,0
20260312_122813,71a34d5c,vial_to_vial,water,1.0,0.07,0.0688999999999993,-1.5714285714295877,3,2,water,water,15,10,5,15,0.5,1.5,0.0,0.005139916499999997,0.112,0.0,0.0,0
20260312_122813,71a34d5c,vial_to_vial,water,1.0,0.07,0.06869999999999976,-1.8571428571432076,4,2,water,water,15,10,5,15,0.5,1.5,0.0,0.005139916499999997,0.112,0.0,0.0,0
20260312_122813,71a34d5c,vial_to_vial,water,1.0,0.07,0.06879999999999775,-1.7142857142889354,5,2,water,water,15,10,5,15,0.5,1.5,0.0,0.005139916499999997,0.112,0.0,0.0,0
20260312_153450,4f86cbc4,vial_to_vial,water,1.0,0.02,0.01950000000000074,-2.4999999999963074,1,0,water,water,15,6,5,15,0.2,1.5,0.0,0.002370768999999999,0.27,0.0,0.0,0
20260312_153450,4f86cbc4,vial_to_vial,water,1.0,0.02,0.019300000000001205,-3.499999999993977,2,0,water,water,15,6,5,15,0.2,1.5,0.0,0.002370768999999999,0.27,0.0,0.0,0
20260312_153450,4f86cbc4,vial_to_vial,water,1.0,0.02,0.01910000000000167,-4.499999999991646,3,0,water,water,15,6,5,15,0.2,1.5,0.0,0.002370768999999999,0.27,0.0,0.0,0
20260312_153450,4f86cbc4,vial_to_vial,water,1.0,0.02,0.025200000000001666,26.000000000008328,1,0,water,water,15,6,5,15,0.2,1.5,0.0,0.002370768999999999,0.27,0.0,0.0,0
20260312_153450,4f86cbc4,vial_to_vial,water,1.0,0.02,0.025200000000001666,26.000000000008328,2,0,water,water,15,6,5,15,0.2,1.5,0.0,0.002370768999999999,0.27,0.0,0.0,0
20260312_153450,4f86cbc4,vial_to_vial,water,1.0,0.02,0.02500000000000213,25.000000000010658,3,0,water,water,15,6,5,15,0.2,1.5,0.0,0.002370768999999999,0.27,0.0,0.0,0
20260312_153450,4f86cbc4,vial_to_vial,water,1.0,0.02,0.019999999999999574,-2.1337098754514727e-12,1,0,water,water,15,6,5,15,0.2,1.5,0.0,0.002370768999999999,0.27,0.0,0.0,0
20260312_153450,4f86cbc4,vial_to_vial,water,1.0,0.02,0.02079999999999771,3.999999999988544,2,0,water,water,15,6,5,15,0.2,1.5,0.0,0.002370768999999999,0.27,0.0,0.0,0
20260312_153450,4f86cbc4,vial_to_vial,water,1.0,0.02,0.020599999999998175,2.9999999999908744,3,0,water,water,15,6,5,15,0.2,1.5,0.0,0.002370768999999999,0.27,0.0,0.0,0
20260312_153450,4f86cbc4,vial_to_vial,water,1.0,0.05,0.0478999999999985,-4.200000000003007,1,1,water,water,15,6,5,15,0.2,1.5,0.0,0.002370768999999999,0.27,0.0,0.0,0
20260312_153450,4f86cbc4,vial_to_vial,water,1.0,0.05,0.04760000000000275,-4.799999999994503,2,1,water,water,15,6,5,15,0.2,1.5,0.0,0.002370768999999999,0.27,0.0,0.0,0
20260312_153450,4f86cbc4,vial_to_vial,water,1.0,0.05,0.048100000000001586,-3.7999999999968335,3,1,water,water,15,6,5,15,0.2,1.5,0.0,0.002370768999999999,0.27,0.0,0.0,0
20260312_153450,4f86cbc4,vial_to_vial,water,1.0,0.05,0.05409999999999826,8.199999999996516,1,1,water,water,15,6,5,15,0.2,1.5,0.0,0.002370768999999999,0.27,0.0,0.0,0
20260312_153450,4f86cbc4,vial_to_vial,water,1.0,0.05,0.05379999999999896,7.599999999997914,2,1,water,water,15,6,5,15,0.2,1.5,0.0,0.002370768999999999,0.27,0.0,0.0,0
20260312_153450,4f86cbc4,vial_to_vial,water,1.0,0.05,0.05361666666666309,7.233333333326181,3,1,water,water,15,6,5,15,0.2,1.5,0.0,0.002370768999999999,0.27,0.0,0.0,0
20260312_153450,4f86cbc4,vial_to_vial,water,1.0,0.05,0.05039999999999978,0.7999999999995511,1,1,water,water,15,6,5,15,0.2,1.5,0.0,0.002370768999999999,0.27,0.0,0.0,0
20260312_153450,4f86cbc4,vial_to_vial,water,1.0,0.05,0.049900000000000944,-0.19999999999811835,2,1,water,water,15,6,5,15,0.2,1.5,0.0,0.002370768999999999,0.27,0.0,0.0,0
20260312_153450,4f86cbc4,vial_to_vial,water,1.0,0.05,0.05059999999999931,1.1999999999986188,3,1,water,water,15,6,5,15,0.2,1.5,0.0,0.002370768999999999,0.27,0.0,0.0,0
20260312_153450,4f86cbc4,vial_to_vial,water,1.0,0.1,0.09710000000000107,-2.899999999998931,1,2,water,water,15,6,5,15,0.2,1.5,0.0,0.002370768999999999,0.27,0.0,0.0,0
20260312_153450,4f86cbc4,vial_to_vial,water,1.0,0.1,0.09819999999999851,-1.8000000000014948,2,2,water,water,15,6,5,15,0.2,1.5,0.0,0.002370768999999999,0.27,0.0,0.0,0
20260312_153450,4f86cbc4,vial_to_vial,water,1.0,0.1,0.09729999999999706,-2.70000000000295,3,2,water,water,15,6,5,15,0.2,1.5,0.0,0.002370768999999999,0.27,0.0,0.0,0
20260312_153450,4f86cbc4,vial_to_vial,water,1.0,0.1,0.10219999999999985,2.199999999999841,1,2,water,water,15,6,5,15,0.2,1.5,0.0,0.002370768999999999,0.27,0.0,0.0,0
20260312_153450,4f86cbc4,vial_to_vial,water,1.0,0.1,0.10229999999999961,2.299999999999608,2,2,water,water,15,6,5,15,0.2,1.5,0.0,0.002370768999999999,0.27,0.0,0.0,0
20260312_153450,4f86cbc4,vial_to_vial,water,1.0,0.1,0.10259999999999891,2.599999999998909,3,2,water,water,15,6,5,15,0.2,1.5,0.0,0.002370768999999999,0.27,0.0,0.0,0
20260312_153450,4f86cbc4,vial_to_vial,water,1.0,0.1,0.0998999999999981,-0.10000000000190412,1,2,water,water,15,6,5,15,0.2,1.5,0.0,0.002370768999999999,0.27,0.0,0.0,0
20260312_153450,4f86cbc4,vial_to_vial,water,1.0,0.1,0.09961666666666957,-0.3833333333304323,2,2,water,water,15,6,5,15,0.2,1.5,0.0,0.002370768999999999,0.27,0.0,0.0,0
20260312_153450,4f86cbc4,vial_to_vial,water,1.0,0.1,0.10009999999999764,0.09999999999762976,3,2,water,water,15,6,5,15,0.2,1.5,0.0,0.002370768999999999,0.27,0.0,0.0,0
20260312_153450,4f86cbc4,vial_to_vial,water,1.0,0.15,0.14789999999999992,-1.4000000000000494,1,3,water,water,15,6,5,15,0.2,1.5,0.0,0.002370768999999999,0.27,0.0,0.0,0
20260312_153450,4f86cbc4,vial_to_vial,water,1.0,0.15,0.14789999999999637,-1.400000000002418,2,3,water,water,15,6,5,15,0.2,1.5,0.0,0.002370768999999999,0.27,0.0,0.0,0
20260312_153450,4f86cbc4,vial_to_vial,water,1.0,0.15,0.1477000000000004,-1.533333333333072,3,3,water,water,15,6,5,15,0.2,1.5,0.0,0.002370768999999999,0.27,0.0,0.0,0
20260312_154311,67351dd4,vial_to_vial,water,1.0,0.2,0.2015999999999991,0.7999999999995511,1,0,water,water,8,14,10,8,0.0,3.5437186,0.0,0.010501216000000006,0.0,0.010581106,0.016158898,0
20260312_154311,67351dd4,vial_to_vial,water,1.0,0.2,0.20219999999999771,1.099999999998852,2,0,water,water,8,14,10,8,0.0,3.5437186,0.0,0.010501216000000006,0.0,0.010581106,0.016158898,0
20260312_154311,67351dd4,vial_to_vial,water,1.0,0.2,0.20220000000000127,1.1000000000006283,3,0,water,water,8,14,10,8,0.0,3.5437186,0.0,0.010501216000000006,0.0,0.010581106,0.016158898,0
20260312_154311,67351dd4,vial_to_vial,water,1.0,0.5,0.4969999999999999,-0.6000000000000227,1,1,water,water,8,14,10,8,0.0,3.5437186,0.0,0.010501216000000006,0.0,0.010581106,0.016158898,0
20260312_154311,67351dd4,vial_to_vial,water,1.0,0.5,0.4991600000000034,-0.16799999999932425,2,1,water,water,8,14,10,8,0.0,3.5437186,0.0,0.010501216000000006,0.0,0.010581106,0.016158898,0
20260312_154311,67351dd4,vial_to_vial,water,1.0,0.5,0.4997000000000007,-0.059999999999860165,3,1,water,water,8,14,10,8,0.0,3.5437186,0.0,0.010501216000000006,0.0,0.010581106,0.016158898,0
20260312_154311,67351dd4,vial_to_vial,water,1.0,0.9,0.8954400000000007,-0.5066666666665937,1,2,water,water,8,14,10,8,0.0,3.5437186,0.0,0.010501216000000006,0.0,0.010581106,0.016158898,0
20260312_154311,67351dd4,vial_to_vial,water,1.0,0.9,0.8972999999999995,-0.3000000000000533,2,2,water,water,8,14,10,8,0.0,3.5437186,0.0,0.010501216000000006,0.0,0.010581106,0.016158898,0
20260312_154311,67351dd4,vial_to_vial,water,1.0,0.9,0.8978499999999983,-0.23888888888908463,3,2,water,water,8,14,10,8,0.0,3.5437186,0.0,0.010501216000000006,0.0,0.010581106,0.016158898,0
20260312_154738,7f8c4067,vial_to_vial,DMSO,1.1,0.005,0.005181818181819024,3.6363636363804726,1,0,pyrene_DMSO,pyrene_DMSO,9,13,10,9,0.9,1.5,0.0,0.0009982686360000001,0.02,0.0,0.045,0
20260312_154738,7f8c4067,vial_to_vial,DMSO,1.1,0.005,0.00554545454545454,10.909090909090798,2,0,pyrene_DMSO,pyrene_DMSO,9,13,10,9,0.9,1.5,0.0,0.0009982686360000001,0.02,0.0,0.045,0
20260312_154738,7f8c4067,vial_to_vial,DMSO,1.1,0.005,0.00554545454545454,10.909090909090798,3,0,pyrene_DMSO,pyrene_DMSO,9,13,10,9,0.9,1.5,0.0,0.0009982686360000001,0.02,0.0,0.045,0
20260312_154738,7f8c4067,vial_to_vial,DMSO,1.1,0.005,0.004909090909089157,-1.8181818182168643,4,0,pyrene_DMSO,pyrene_DMSO,9,13,10,9,0.9,1.5,0.0,0.0009982686360000001,0.02,0.0,0.045,0
20260312_154738,7f8c4067,vial_to_vial,DMSO,1.1,0.005,0.00463636363636252,-7.2727272727496,5,0,pyrene_DMSO,pyrene_DMSO,9,13,10,9,0.9,1.5,0.0,0.0009982686360000001,0.02,0.0,0.045,0
20260312_154738,7f8c4067,vial_to_vial,DMSO,1.1,0.005,0.0038181818181826084,-23.636363636347834,6,0,pyrene_DMSO,pyrene_DMSO,9,13,10,9,0.9,1.5,0.0,0.0009982686360000001,0.02,0.0,0.045,0
20260312_154738,7f8c4067,vial_to_vial,DMSO,1.1,0.005,0.004181818181818124,-16.363636363637514,7,0,pyrene_DMSO,pyrene_DMSO,9,13,10,9,0.9,1.5,0.0,0.0009982686360000001,0.02,0.0,0.045,0
20260312_154738,7f8c4067,vial_to_vial,DMSO,1.1,0.005,0.0039090909090914875,-21.818181818170252,8,0,pyrene_DMSO,pyrene_DMSO,9,13,10,9,0.9,1.5,0.0,0.0009982686360000001,0.02,0.0,0.045,0
20260312_154738,7f8c4067,vial_to_vial,DMSO,1.1,0.005,0.004363636363635882,-12.727272727282354,9,0,pyrene_DMSO,pyrene_DMSO,9,13,10,9,0.9,1.5,0.0,0.0009982686360000001,0.02,0.0,0.045,0
20260312_154738,7f8c4067,vial_to_vial,DMSO,1.1,0.005,0.004545454545453641,-9.090909090927191,10,0,pyrene_DMSO,pyrene_DMSO,9,13,10,9,0.9,1.5,0.0,0.0009982686360000001,0.02,0.0,0.045,0
20260312_154738,7f8c4067,vial_to_vial,DMSO,1.1,0.005,0.004363636363635882,-12.727272727282354,11,0,pyrene_DMSO,pyrene_DMSO,9,13,10,9,0.9,1.5,0.0,0.0009982686360000001,0.02,0.0,0.045,0
20260312_154738,7f8c4067,vial_to_vial,DMSO,1.1,0.005,0.004454545454547991,-10.909090909040179,12,0,pyrene_DMSO,pyrene_DMSO,9,13,10,9,0.9,1.5,0.0,0.0009982686360000001,0.02,0.0,0.045,0
20260312_154738,7f8c4067,vial_to_vial,DMSO,1.1,0.005,0.004454545454551221,-10.909090908975578,13,0,pyrene_DMSO,pyrene_DMSO,9,13,10,9,0.9,1.5,0.0,0.0009982686360000001,0.02,0.0,0.045,0
20260312_154738,7f8c4067,vial_to_vial,DMSO,1.1,0.005,0.0038181818181826084,-23.636363636347834,14,0,pyrene_DMSO,pyrene_DMSO,9,13,10,9,0.9,1.5,0.0,0.0009982686360000001,0.02,0.0,0.045,0
20260312_154738,7f8c4067,vial_to_vial,DMSO,1.1,0.005,0.003999999999997137,-20.000000000057263,15,0,pyrene_DMSO,pyrene_DMSO,9,13,10,9,0.9,1.5,0.0,0.0009982686360000001,0.02,0.0,0.045,0
20260312_154738,7f8c4067,vial_to_vial,DMSO,1.1,0.005,0.004545454545456871,-9.09090909086259,16,0,pyrene_DMSO,pyrene_DMSO,9,13,10,9,0.9,1.5,0.0,0.0009982686360000001,0.02,0.0,0.045,0
20260312_154738,7f8c4067,vial_to_vial,DMSO,1.1,0.005,0.004254545454549103,-14.909090909017934,17,0,pyrene_DMSO,pyrene_DMSO,9,13,10,9,0.9,1.5,0.0,0.0009982686360000001,0.02,0.0,0.045,0
20260312_154738,7f8c4067,vial_to_vial,DMSO,1.1,0.005,0.004636363636365749,-7.272727272685016,18,0,pyrene_DMSO,pyrene_DMSO,9,13,10,9,0.9,1.5,0.0,0.0009982686360000001,0.02,0.0,0.045,0
20260312_154738,7f8c4067,vial_to_vial,DMSO,1.1,0.005,0.004090909090909246,-18.18181818181509,19,0,pyrene_DMSO,pyrene_DMSO,9,13,10,9,0.9,1.5,0.0,0.0009982686360000001,0.02,0.0,0.045,0
20260312_154738,7f8c4067,vial_to_vial,DMSO,1.1,0.005,0.004181818181818124,-16.363636363637514,20,0,pyrene_DMSO,pyrene_DMSO,9,13,10,9,0.9,1.5,0.0,0.0009982686360000001,0.02,0.0,0.045,0
20260312_154738,7f8c4067,vial_to_vial,DMSO,1.1,0.005,0.004199999999999255,-16.000000000014907,21,0,pyrene_DMSO,pyrene_DMSO,9,13,10,9,0.9,1.5,0.0,0.0009982686360000001,0.02,0.0,0.045,0
20260312_154738,7f8c4067,vial_to_vial,DMSO,1.1,0.005,0.004636363636365749,-7.272727272685016,22,0,pyrene_DMSO,pyrene_DMSO,9,13,10,9,0.9,1.5,0.0,0.0009982686360000001,0.02,0.0,0.045,0
20260312_154738,7f8c4067,vial_to_vial,DMSO,1.1,0.005,0.004181818181821354,-16.363636363572915,23,0,pyrene_DMSO,pyrene_DMSO,9,13,10,9,0.9,1.5,0.0,0.0009982686360000001,0.02,0.0,0.045,0
20260312_154738,7f8c4067,vial_to_vial,DMSO,1.1,0.005,0.004272727272730234,-14.545454545395325,24,0,pyrene_DMSO,pyrene_DMSO,9,13,10,9,0.9,1.5,0.0,0.0009982686360000001,0.02,0.0,0.045,0
20260312_154738,7f8c4067,vial_to_vial,DMSO,1.1,0.005,0.004454545454544762,-10.909090909104762,25,0,pyrene_DMSO,pyrene_DMSO,9,13,10,9,0.9,1.5,0.0,0.0009982686360000001,0.02,0.0,0.045,0
20260312_154738,7f8c4067,vial_to_vial,DMSO,1.1,0.005,0.004090909090909246,-18.18181818181509,26,0,pyrene_DMSO,pyrene_DMSO,9,13,10,9,0.9,1.5,0.0,0.0009982686360000001,0.02,0.0,0.045,0
20260312_154738,7f8c4067,vial_to_vial,DMSO,1.1,0.005,0.004363636363635882,-12.727272727282354,27,0,pyrene_DMSO,pyrene_DMSO,9,13,10,9,0.9,1.5,0.0,0.0009982686360000001,0.02,0.0,0.045,0
20260312_154738,7f8c4067,vial_to_vial,DMSO,1.1,0.005,0.004363636363635882,-12.727272727282354,28,0,pyrene_DMSO,pyrene_DMSO,9,13,10,9,0.9,1.5,0.0,0.0009982686360000001,0.02,0.0,0.045,0
20260312_154738,7f8c4067,vial_to_vial,DMSO,1.1,0.005,0.004181818181818124,-16.363636363637514,29,0,pyrene_DMSO,pyrene_DMSO,9,13,10,9,0.9,1.5,0.0,0.0009982686360000001,0.02,0.0,0.045,0
20260312_154738,7f8c4067,vial_to_vial,DMSO,1.1,0.005,0.004090909090909246,-18.18181818181509,30,0,pyrene_DMSO,pyrene_DMSO,9,13,10,9,0.9,1.5,0.0,0.0009982686360000001,0.02,0.0,0.045,0
20260312_154738,7f8c4067,vial_to_vial,DMSO,1.1,0.005,0.004636363636365749,-7.272727272685016,31,0,pyrene_DMSO,pyrene_DMSO,9,13,10,9,0.9,1.5,0.0,0.0009982686360000001,0.02,0.0,0.045,0
20260312_154738,7f8c4067,vial_to_vial,DMSO,1.1,0.005,0.004090909090909246,-18.18181818181509,32,0,pyrene_DMSO,pyrene_DMSO,9,13,10,9,0.9,1.5,0.0,0.0009982686360000001,0.02,0.0,0.045,0
20260312_154738,7f8c4067,vial_to_vial,DMSO,1.1,0.005,0.004181818181818124,-16.363636363637514,33,0,pyrene_DMSO,pyrene_DMSO,9,13,10,9,0.9,1.5,0.0,0.0009982686360000001,0.02,0.0,0.045,0
20260312_154738,7f8c4067,vial_to_vial,DMSO,1.1,0.005,0.004454545454544762,-10.909090909104762,34,0,pyrene_DMSO,pyrene_DMSO,9,13,10,9,0.9,1.5,0.0,0.0009982686360000001,0.02,0.0,0.045,0
20260312_154738,7f8c4067,vial_to_vial,DMSO,1.1,0.005,0.004272727272727004,-14.545454545459927,35,0,pyrene_DMSO,pyrene_DMSO,9,13,10,9,0.9,1.5,0.0,0.0009982686360000001,0.02,0.0,0.045,0
20260312_154738,7f8c4067,vial_to_vial,DMSO,1.1,0.005,0.004454545454544762,-10.909090909104762,36,0,pyrene_DMSO,pyrene_DMSO,9,13,10,9,0.9,1.5,0.0,0.0009982686360000001,0.02,0.0,0.045,0
20260312_154738,7f8c4067,vial_to_vial,DMSO,1.1,0.005,0.0029999999999994675,-40.00000000001065,37,0,pyrene_DMSO,pyrene_DMSO,9,13,10,9,0.9,1.5,0.0,0.0009982686360000001,0.02,0.0,0.045,0
20260312_154738,7f8c4067,vial_to_vial,DMSO,1.1,0.005,0.004090909090909246,-18.18181818181509,38,0,pyrene_DMSO,pyrene_DMSO,9,13,10,9,0.9,1.5,0.0,0.0009982686360000001,0.02,0.0,0.045,0
20260312_154738,7f8c4067,vial_to_vial,DMSO,1.1,0.005,0.004454545454544762,-10.909090909104762,39,0,pyrene_DMSO,pyrene_DMSO,9,13,10,9,0.9,1.5,0.0,0.0009982686360000001,0.02,0.0,0.045,0
20260312_154738,7f8c4067,vial_to_vial,DMSO,1.1,0.005,0.004545454545453641,-9.090909090927191,40,0,pyrene_DMSO,pyrene_DMSO,9,13,10,9,0.9,1.5,0.0,0.0009982686360000001,0.02,0.0,0.045,0
20260312_154738,7f8c4067,vial_to_vial,DMSO,1.1,0.005,0.004272727272727004,-14.545454545459927,41,0,pyrene_DMSO,pyrene_DMSO,9,13,10,9,0.9,1.5,0.0,0.0009982686360000001,0.02,0.0,0.045,0
20260312_154738,7f8c4067,vial_to_vial,DMSO,1.1,0.005,0.003363636363634984,-32.727272727300324,42,0,pyrene_DMSO,pyrene_DMSO,9,13,10,9,0.9,1.5,0.0,0.0009982686360000001,0.02,0.0,0.045,0
20260312_154738,7f8c4067,vial_to_vial,DMSO,1.1,0.005,0.004454545454544762,-10.909090909104762,43,0,pyrene_DMSO,pyrene_DMSO,9,13,10,9,0.9,1.5,0.0,0.0009982686360000001,0.02,0.0,0.045,0
20260312_154738,7f8c4067,vial_to_vial,DMSO,1.1,0.005,0.004363636363632653,-12.727272727346936,44,0,pyrene_DMSO,pyrene_DMSO,9,13,10,9,0.9,1.5,0.0,0.0009982686360000001,0.02,0.0,0.045,0
20260312_154738,7f8c4067,vial_to_vial,DMSO,1.1,0.005,0.004272727272727004,-14.545454545459927,45,0,pyrene_DMSO,pyrene_DMSO,9,13,10,9,0.9,1.5,0.0,0.0009982686360000001,0.02,0.0,0.045,0
20260312_154738,7f8c4067,vial_to_vial,DMSO,1.1,0.005,0.004363636363635882,-12.727272727282354,46,0,pyrene_DMSO,pyrene_DMSO,9,13,10,9,0.9,1.5,0.0,0.0009982686360000001,0.02,0.0,0.045,0
20260312_154738,7f8c4067,vial_to_vial,DMSO,1.1,0.005,0.004363636363635882,-12.727272727282354,47,0,pyrene_DMSO,pyrene_DMSO,9,13,10,9,0.9,1.5,0.0,0.0009982686360000001,0.02,0.0,0.045,0
20260312_154738,7f8c4067,vial_to_vial,DMSO,1.1,0.005,0.004000000000000367,-19.999999999992664,48,0,pyrene_DMSO,pyrene_DMSO,9,13,10,9,0.9,1.5,0.0,0.0009982686360000001,0.02,0.0,0.045,0
